"Country","year","CPI","PCGDP","LNPCGDP","OPEN","SCH","LAW","FISCAL","FREEINV","FDI","LNFDI"
"Kuwait",2006,4.8,42781.5647521665,10.6638625586895,89.7130931980522,104.990852355957,1.8958056774,99.9,50,111535690.174729,19.2230023694593
"Kuwait",2007,4.7,45782.1485715013,10.7316495249413,91.7325033915888,102.992721557617,2.3562055666,99.9,50,-5951752.85941426,-11.6871049451417
"Kuwait",2008,4.3,55494.9300965412,10.92404694595,92.6834562516721,99.2489166259766,1.4307175048,99.9,50,1113588046.64934,21.5240002940753
"Lebanon",2003,3,4576.38761739193,8.42866523607012,54.0908340214699,NA,NA,92.4,50,1898780570.45821,22.0576248926117
"Lebanon",2004,2.7,4630.7905852505,8.44048288525758,90.9727970263936,NA,NA,92.4,50,2623502612.40255,22.3809233174205
"Lebanon",2005,3.1,4575.10745895486,8.42838546572992,92.7626562719829,NA,NA,91.7,30,2674534372.19901,22.4001883162353
"Lebanon",2006,3.6,4626.85300341878,8.43963221909583,91.0693970279733,NA,NA,91.3,30,3375980757.8597,22.6330988945377
"Lebanon",2007,3,5207.79272300609,8.55791138336636,97.967707966987,NA,NA,93.9,30,4333045470.38383,22.8826836541818
"Lebanon",2008,3,6111.32728102306,8.71789925951109,106.625673176631,NA,3.840709209,91.4,30,4803602660.45614,22.9857792081569
"Libya",2003,2.1,4673.14557574043,8.44958769473829,90.6127305175491,103.877212524414,NA,53,10,357000000,20.3863935203039
"Libya",2004,2.5,5800.58882597707,8.66571471310171,96.1293320792401,NA,NA,32.3,10,1038000000,21.4537088022501
"Libya",2005,2.5,8163.00937006792,9.00736817532132,90.8608896854615,92.4460372924805,NA,47.1,10,2064000000,22.1410588651257
"Libya",2006,2.7,9336.35349807157,9.14167103722467,101.859331283415,97.8967208862305,NA,52.2,30,4689000000,22.9616323576138
"Libya",2007,2.5,11300.1932349905,9.33257510499586,102.224151279825,NA,NA,81.7,30,4111300000,22.8301522977048
"Libya",2008,2.6,14382.5952856913,9.57377409382875,101.489331770223,NA,NA,81.7,30,1371000000,21.7319534180865
"Morocco",2003,3.3,1725.45746606577,7.45324749202605,58.3277426764957,45.1774406433105,1.7123929301,62.5,70,893325392.835825,21.3036086347049
"Morocco",2004,3.2,1952.9025338131,7.57707202374967,61.596533473438,48.553108215332,1.560673887,63.2,70,1670609688.92878,21.9296016604993
"Morocco",2005,3.2,2018.02554710957,7.60987486045164,67.9148544916014,50.3502388000488,1.5399485473,63.1,70,2460787164.18439,22.316894301707
"Morocco",2006,3.2,2196.01127633502,7.69439793755932,71.4962867805158,53.0753517150879,1.6166369996,63.3,70,2825801376.44064,22.4552050149535
"Morocco",2007,3.5,2499.25993757187,7.823749942061,78.4871743394128,56.1034507751465,1.6589830402,63.2,70,2466288357.37234,22.3191273486534
"Morocco",2008,3.5,2890.36071538625,7.96913658833028,85.6728209004978,58.1975898742676,1.3508025717,65.4,60,1970323920.01346,22.0946109731425
"Oman",2003,6.3,9066.31237100959,9.11232088612558,97.0004414918259,85.8281631469727,1.4667893741,98.5,50,111053315.994798,19.2186681487952
"Oman",2004,6.1,10126.1377413847,9.22287525518124,101.54721857171,NA,1.7174233416,98.5,50,1538361508.45254,21.8471309119791
"Oman",2005,6.3,12377.0800076389,9.42360165473816,99.1109943047734,87.6651229858398,2.110499376,98.5,50,1596098829.6489,21.8839754379557
"Oman",2006,5.4,14420.5120419948,9.5764069193621,98.5550230790213,87.5582504272461,4.688554077,98.5,50,3332119635.89077,22.6200216462957
"Oman",2007,4.7,15838.4695603189,9.6701970420338,108.871785465232,90.4700164794922,1.3924630866,98.5,50,2951885565.6697,22.4988571584762
"Oman",2008,5.5,22139.74070678,10.0051294946665,108.606938213492,94.1732788085938,1.7084969734,98.5,60,1485825747.72432,21.8123836942911
"Qatar",2003,5.6,34517.6032080083,10.4492247108056,90.1649486943021,98.4442596435547,NA,87.5,50,1198970000,21.597875872388
"Qatar",2004,5.2,42124.9408415757,10.6483952632994,90.3724288385622,101.982841491699,0.66371798888,87.5,50,2500000000,22.3327037493805
"Qatar",2005,5.9,51455.9509428993,10.8484813991586,94.7455441696331,99.8691177368164,0.69331299615,99.9,30,3500000000,22.6691759860017
"Qatar",2006,6,59530.5610001944,10.9942450899262,98.570919313572,93.9704895019531,0.48890001408,99.9,30,4700000000,22.9639755262224
"Qatar",2007,6,65421.3769169684,11.0886043482107,96.1141057101106,NA,0.73864881435,99.8,30,3778626374,22.7457735679729
"Qatar",2008,6.5,80234.1908337022,11.2927050226284,89.4328416546905,NA,0.83526488338,99.8,30,8124736264,23.5113262853799
"Saudi Arabia",2003,4.5,9609.96868647714,9.17055624352793,69.8311959739153,NA,1.1132562322,99.4,50,-334320000,-15.9423851528787
"Saudi Arabia",2004,3.4,11185.1370411547,9.32234112607578,75.0827990181489,NA,1.3011891485,99.4,30,12097333333.3333,23.9093980601456
"Saudi Arabia",2005,3.4,13791.454761932,9.53180445919946,81.9540531480898,87.4387588500977,1.2470516361,99.4,30,18293173333.3333,24.3229409658619
"Saudi Arabia",2006,3.3,15384.7383584183,9.64113128133388,89.9446041479965,NA,1.0408879991,99.4,30,24318560000,24.607652862325
"Saudi Arabia",2007,3.4,16516.6317804658,9.71212313890611,94.8633003614849,90.5324096679688,1.0522307908,99.4,30,39455863929.3333,25.0915956958138
"Saudi Arabia",2008,3.5,20078.2600730401,9.90739292030236,96.1026422187634,NA,NA,99.7,30,36457666666.6667,25.0125647876346
"Syria",2003,3.4,5494.83965360699,8.61156468599468,61.5469905405418,62.797779083252,2.3255528184,75.8,30,275000000,20.1254288361908
"Syria",2004,3.4,6330.74018259423,8.75317244078149,78.1149285929097,66.2685089111328,2.389522851,62.7,30,500000000,20.7232658369464
"Syria",2005,3.4,7309.10787613772,8.89687650372812,80.1330024866606,69.7496871948242,2.3418976713,82.5,30,659000000,20.9993812730267
"Syria",2006,2.9,8069.56487932034,8.99585484151052,74.2052265865927,70.8239593505859,2.3400702346,80.1,30,1241959115.11048,21.6331030818852
"Syria",2007,2.4,9056.63466160915,9.11125287987881,76.3793535157197,71.7113265991211,2.6813216068,82.4,30,1465623386.27635,21.7986936891101
"Syria",2008,2.1,10554.0837798677,9.26426815214404,74.2279600990172,72.015022277832,2.5600031591,86.2,30,2569548271.53071,22.3601431311317
"Tunisia",2003,4.9,2760.40512203819,7.92313273128675,82.390340709916,77.3794174194336,NA,68.8,50,592147521.67862,20.8924135343897
"Tunisia",2004,5,3111.3743813976,8.04281983083292,86.9253446966283,81.4726867675781,1.9456654465,70.8,50,712714847.262546,21.0777391452306
"Tunisia",2005,4.9,3193.20435786446,8.06878019250341,90.2512478803945,84.6193008422852,2.5725310282,70.9,30,3239909092.61659,22.5919582890826
"Tunisia",2006,4.6,3369.92444259929,8.12264560250138,93.9409304094308,86.7613525390625,2.4408866751,73.3,30,1515345043.99628,21.8320561823489
"Tunisia",2007,4.2,3776.33204636461,8.23650845940682,104.059400976647,90.5589294433594,2.649269088,73.3,30,2600674976.49755,22.3721840351871
"Tunisia",2008,4.4,4307.58002263066,8.368131545741,114.343660218696,92.3883972167969,2.6885785821,76.4,30,1525244857.52902,21.8385679769911
"United Arab Emirates",2003,5.2,33499.1027760786,10.4192739346509,102.300169490783,NA,1.2123070176,99.9,50,10003500000,23.7193480492647
"United Arab Emirates",2004,6.1,36333.1873330517,10.5004868541787,116.622612523831,NA,0.66362268675,99.9,50,10899931930,23.8051695617678
"United Arab Emirates",2005,6.2,39365.4596409245,10.5806440519361,119.552871642254,NA,1.2205163569,99.9,50,12805990470,23.9663260844203
"United Arab Emirates",2006,6.2,41907.4214695701,10.6432182136045,119.470669577786,NA,0.73582517699,99.3,30,14186521440,24.0687053369771
"United Arab Emirates",2007,5.7,41809.4621626311,10.6408779604226,136.798152865771,NA,NA,99.9,30,5062972005,23.0383666811484
"United Arab Emirates",2008,5.9,44498.9405069137,10.7032206590375,148.513544025723,NA,NA,99.9,30,1134288135,21.5424182778388
